Title,Authors,Publication Year,Total Citations,Average per Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Evolution - From organelle to nucleus,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Good mothers have bad sons,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Imprinting links embryogenesis and tumour formation,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - The dawn of Neanderthal genomics,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genetics - Haplotype maps go global,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web watch - Complete Darwin on the web,"Pentimalli, Francesca",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joining the small-molecule dots,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recombination's local role revealed,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeobox genes: eyeing the clock,"Pentimalli, Francesca",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A discriminating position,[Anonymous],2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiring with a difference,"Casci, Tanita",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the woods,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The first genome-wide methylome,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A 4C approach to gene interactions in 3D,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Converge and diversify,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlights - Stem cells - A recipe for reprogramming,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA interference - RNAi misses the target,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcriptomics - Every transcript counts,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reproductive biology - From worm sperm proteins to human infertility,"Casci, Tanita",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Jump-starting speciation,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ageing - Longevity mutations inhibit tumours,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromatin - Eukaryotic genomes in complete control,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDELible markers,"Wawrzynczak, Edward",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mining meiosis with genomic models,"Ranganath, R. M.; Venkatachalaiah, G.",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human evolution - RNA on the brain makes us different,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Sniffing out regulation at a distance,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - The insulating role of an RNAi architect,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - What vitamins can do for hedgehog,"Casci, Tanita",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It doesn't take two to tango,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POT-tering about the telomere,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethics watch - Promoting equality and diversity in UK biomedical and clinical research,"Mehta, Pritti",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fungal genetics - Fungal resistance needs a little extra,"Molloy, Sheilagh",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - Satellite cells shed light on asymmetrical DNA strand segregation,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - Nanog: the gift of choice,"Amoils, Shannon",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - Microarray mix and match,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - DNase I assay gets a face lift,"Heinrichs, Arianne",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small RNAs - Silence of the P bodies,"Heinrichs, Arianne",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethics watch - Cultivate bioethics!,"Doering, Ole",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oncogenomics - Compare and contrast,"Goymer, Patrick",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,"Skipper, M; Casci, T; Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - A singular level of noise,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - RNA-mediated inheritance spotted in mice,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web watch - Armchair travel through the human protein universe,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X Inactivation - Random acts of silence,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beat the cheat,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Do mothers and fathers imprint differently?,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Looking for an advantage,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - FGF8-you're making my heart!,"Kritikou, E",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIWI and MILI find small partners,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Population genetics - Size doesn't matter,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A targeted viewing,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disease genetics - The benefits of networking,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcriptomics - Charting the functional landscape of the mammalian genome,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,"Skipper, M; Casci, T; Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - The means to an end,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - A closer look at conservation,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genetics: It's all in the balance,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA world - Designer plant miRNAs meet their targets,"Bangham, J",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Plastic switches,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Compensation culture,"Ahmad, S",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reproduction - Unscrambling the egg-sperm divide,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - Even chromosomes have their weaknesses,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic variation - When more is more,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synthetic biology - Building up a picture of gene regulation,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the news - Keeping up with the grewcocks,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurogenetics - A male gene for a male brain,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genetics - From expression signatures to their regulators,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - A small leap for adaptation,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Functional genomics - Affinity for enhancer prediction,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How does your garden grow?,"Ahmad, S",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolutionary genetics - It doesn't have to be ... perfect,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the groove,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genomics - Complete coverage?,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the news - The solution to a sticky problem,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease - Why crawl when you can leap?,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molecular evolution - Missing links in protein evolution,"Niemitz, E",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - The open secret of pluripotentiality,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - Slicing up the centromere,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The development of human genetics in Mexico,"Salamanca-Gomez, F",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene therapy - Proof of delivery,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeast genomics - Shaping up the genome,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A criminal database expansion pushes the boundaries,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Where does all this noise come from?,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex chromosomes - A more eXpressive chromosome,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - How to get your bearings,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back talk,"Ahmad, S",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - No escape from micromanagement,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tool-sharing issues in coherent population-based research,"Knoppers, BM; Kent, A",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - Regeneration swims into view,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genetics - Lost and found,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - Replication origins - an unwinding story,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-MAPs: a thorough approach to networks,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epistasis - The more the merrier,"Casci, T",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Undoing epigenetics,"Rowan, A",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - Chromatin remodelling finds its niche,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA repair - Who's going to fix it?,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the news - Climate changes penguins,"Goymer, P",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental genetics - Morphogens at work,"Skipper, M",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sir2 function - a two-way street,"Flintoft, L",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The body plan,"Skipper, M; Casci, T; Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genetics - Mapping the common variation,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cell therapy jumps another ethical hurdle,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X inactivation - Imprinted inactivation: narrowing down the options,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Something for a stressful day,"Heinrichs, A",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Which mean do you mean?,"Goymer, P",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - Meiotic functions for a histone modification,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genetics - History rings true for the dividing cell,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genome evolution - An adaptive view of non-coding DNA,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - A helping hand,"Owens, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - Sizing up the fly,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web watch - Your cup of ZF-espresso?,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - Shapely organs require clear orientation,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human evolution - Brains under pressure,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disease models - Of mice and men,"Goymer, P",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene networks - Grasping the essentials,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - Everything is possible if we work together,"Goymer, P",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repeat instability,[Anonymous],2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant development - A time and a place for flowers,"Goymer, P",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcriptomics - The no-longer uncharted territory,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circadian genetics - Heating up the body clock,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web watch - A social approach to reading,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Closest relative sequenced,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repeat instability - A non-repeat performance,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disease models - Constructive connections,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,"Skipper, M; Casci, T; Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutagenesis - She hops in beauty,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ageing - Blame the damaged mitochondria,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Copious calculations,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early American genetics journals,"Crow, JF",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - Small RNAs cross the divide,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viral genetics - Interference tactics,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental genetics - Missing the beat,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genetics - A screen success,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic tests: the fun and the factual,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant genetics - Tailor-made crop improvements,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurogenetics - New LINEs of thought,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Keeping the family together,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutant analysis - Calculated constraints,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silence of the genes - mechanisms of long- term repression,[Anonymous],2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbial genetics - Embrace your inhibitions!,"Campbell, N",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behavioural genetics - Sexual attraction: finding the right switch,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - A moving picture of gene expression,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combing through the genome to find the baldness spot,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - At the junction between L-R patterning and somitogenesis,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gardening the genome: DNA methylation in arabidopsis thaliana,vol 6, pg 351,2005",[Anonymous],2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slimy mucus? Decode it, idiot!","Stevens, D",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exploring chromatin architecture by FISHing in 3D,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compare and contrast,"Molloy, S",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The restless resting phase of the cell cycle,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicroRNAs: defenders of the mammalian cell,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have you come far?,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene predictions - filling in the worm holes,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Aphids: a winged response,"Campbell, N",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic disease - Mitochondria: uncovering the error of their ways,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systems biology - Noise is golden,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutant gene means early mornings,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Functional genomics - Non-coding transcripts - more than meets the eye,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consortium promises RNAi for all,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene therapy - Permanent correction without selection,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genome instability - A robust model of fragile sites?,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Network analysis - Profiling epistasis,"Bahcall, O",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An interview with ... Oliver Smithies - March of Dimes (R) - Saving babies, together","Skipper, M; Smithies, O",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - An X ordinary sequence,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - A shifting balance,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the news - BIOS - a new way in biotechnology?,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant genetics - Taking after grandma,"Surridge, C",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene networks - The flexible network,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genome evolution - Making sense of antisense transcription,"Kritikou, E",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Intergenic transcription: more than just an onlooker,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex traits - Powerful interactions,"Vogan, K",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - A model model system,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Recombination - Two sexes, two tempos","Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Closing the gap,"Campbell, N",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bioinformatics - The (computational) means and the motif,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obesity - Low-fat clues to obesity,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Transcriptional silencing: the third way,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web watch - LocusLink - is there life after death?,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA world - The wide reach of microRNAs,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - It's not all in the DNA,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Back-up circuits: paralogues lend a hand,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene evolution - How to teach an old gene a new trick,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - A wide (micro) array of options,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genome stability - Assembling the repair kit,"Campbell, N",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Breaking the silence,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genetics - Tumour suppressor super models,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reproduction - Family planning the ant way,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Loop the loop with your partner,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sex determination - NoFOG = more clarity on self fertility,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVO-DEVO - Dog - an agile genome,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant development - A new take on flower arranging,"Bangham, J",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behavioural genetics - Beyond the body clock,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ageing - The price of a longer life,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the news - Genes to blame for drinking habits,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Pecking away at evolution,"Gunter, C",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - All aboard the synthetic biology train,"Skipper, M",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Wading in upstream,"Flintoft, L",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Speciation - Together apart,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Functional genomics - A comparative success,"Casci, T",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeline - Cyril Dean Darlington: the man who 'invented' the chromosome,"Harman, OS",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
