Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture,"Estrada, Karol; Styrkarsdottir, Unnur; Evangelou, Evangelos; Hsu, Yi-Hsiang; Duncan, Emma L.; Ntzani, Evangelia E.; Oei, Ling; Albagha, Omar M. E.; Amin, Najaf; Kemp, John P.; Koller, Daniel L.; Li, Guo; Liu, Ching-Ti; Minster, Ryan L.; Moayyeri, Alireza; Vandenput, Liesbeth; Willner, Dana; Xiao, Su-Mei; Yerges-Armstrong, Laura M.; Zheng, Hou-Feng; Alonso, Nerea; Eriksson, Joel; Kammerer, Candace M.; Kaptoge, Stephen K.; Leo, Paul J.; Thorleifsson, Gudmar; Wilson, Scott G.; Wilson, James F.; Aalto, Ville; Alen, Markku; Aragaki, Aaron K.; Aspelund, Thor; Center, Jacqueline R.; Dailiana, Zoe; Duggan, David J.; Garcia, Melissa; Garcia-Giralt, Natalia; Giroux, Sylvie; Hallmans, Goran; Hocking, Lynne J.; Husted, Lise Bjerre; Jameson, Karen A.; Khusainova, Rita; Kim, Ghi Su; Kooperberg, Charles; Koromila, Theodora; Kruk, Marcin; Laaksonen, Marika; Lacroix, Andrea Z.; Lee, Seung Hun; Leung, Ping C.; Lewis, Joshua R.; Masi, Laura; Mencej-Bedrac, Simona; Nguyen, Tuan V.; Nogues, Xavier; Patel, Millan S.; Prezelj, Janez; Rose, Lynda M.; Scollen, Serena; Siggeirsdottir, Kristin; Smith, Albert V.; Svensson, Olle; Trompet, Stella; Trummer, Olivia; van Schoor, Natasja M.; Woo, Jean; Zhu, Kun; Balcells, Susana; Brandi, Maria Luisa; Buckley, Brendan M.; Cheng, Sulin; Christiansen, Claus; Cooper, Cyrus; Dedoussis, George; Ford, Ian; Frost, Morten; Goltzman, David; Gonzalez-Macias, Jesus; Kahonen, Mika; Karlsson, Magnus; Khusnutdinova, Elza; Koh, Jung-Min; Kollia, Panagoula; Langdahl, Bente Lomholt; Leslie, William D.; Lips, Paul; Ljunggren, Osten; Lorenc, Roman S.; Marc, Janja; Mellstrom, Dan; Obermayer-Pietsch, Barbara; Olmos, Jose M.; Pettersson-Kymmer, Ulrika; Reid, David M.; Riancho, Jose A.; Ridker, Paul M.; Rousseau, Francois; Slagboom, P. Eline; Tang, Nelson L. S.; Urreizti, Roser; Van Hul, Wim; Viikari, Jorma; Zarrabeitia, Maria T.; Aulchenko, Yurii S.; Castano-Betancourt, Martha; Grundberg, Elin; Herrera, Lizbeth; Ingvarsson, Thorvaldur; Johannsdottir, Hrefna; Kwan, Tony; Li, Rui; Luben, Robert; Medina-Gomez, Carolina; Palsson, Stefan Th; Reppe, Sjur; Rotter, Jerome I.; Sigurdsson, Gunnar; van Meurs, Joyce B. J.; Verlaan, Dominique; Williams, Frances M. K.; Wood, Andrew R.; Zhou, Yanhua; Gautvik, Kaare M.; Pastinen, Tomi; Raychaudhuri, Soumya; Cauley, Jane A.; Chasman, Daniel I.; Clark, Graeme R.; Cummings, Steven R.; Danoy, Patrick; Dennison, Elaine M.; Eastell, Richard; Eisman, John A.; Gudnason, Vilmundur; Hofman, Albert; Jackson, Rebecca D.; Jones, Graeme; Jukema, J. Wouter; Khaw, Kay-Tee; Lehtimaki, Terho; Liu, Yongmei; Lorentzon, Mattias; McCloskey, Eugene; Mitchell, Braxton D.; Nandakumar, Kannabiran; Nicholson, Geoffrey C.; Oostra, Ben A.; Peacock, Munro; Pols, Huibert A. P.; Prince, Richard L.; Raitakari, Olli; Reid, Ian R.; Robbins, John; Sambrook, Philip N.; Sham, Pak Chung; Shuldiner, Alan R.; Tylavsky, Frances A.; van Duijn, Cornelia M.; Wareham, Nick J.; Cupples, L. Adrienne; Econs, Michael J.; Evans, David M.; Harris, Tamara B.; Kung, Annie Wai Chee; Psaty, Bruce M.; Reeve, Jonathan; Spector, Timothy D.; Streeten, Elizabeth A.; Zillikens, M. Carola; Thorsteinsdottir, Unnur; Ohlsson, Claes; Karasik, David; Richards, J. Brent; Brown, Matthew A.; Stefansson, Kari; Uitterlinden, Andre G.; Ralston, Stuart H.; Ioannidis, John P. A.; Kiel, Douglas P.; Rivadeneira, Fernando",,,,NATURE GENETICS,May-12,2012,44,5,491,+,,10.1038/ng.2249,568,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,66,99,78,102,92
Genome-wide meta-analyses identify multiple loci associated with smoking behavior,"Furberg, Helena; Kim, YunJung; Dackor, Jennifer; Boerwinkle, Eric; Franceschini, Nora; Ardissino, Diego; Bernardinelli, Luisa; Mannucci, Pier M.; Mauri, Francesco; Merlini, Piera A.; Absher, Devin; Assimes, Themistocles L.; Fortmann, Stephen P.; Iribarren, Carlos; Knowles, Joshua W.; Quertermous, Thomas; Ferrucci, Luigi; Tanaka, Toshiko; Bis, Joshua C.; Furberg, Curt D.; Haritunians, Talin; McKnight, Barbara; Psaty, Bruce M.; Taylor, Kent D.; Thacker, Evan L.; Almgren, Peter; Groop, Leif; Ladenvall, Claes; Boehnke, Michael; Jackson, Anne U.; Mohlke, Karen L.; Stringham, Heather M.; Tuomilehto, Jaakko; Benjamin, Emelia J.; Hwang, Shih-Jen; Levy, Daniel; Preis, Sarah Rosner; Vasan, Ramachandran S.; Duan, Jubao; Gejman, Pablo V.; Levinson, Douglas F.; Sanders, Alan R.; Shi, Jianxin; Lips, Esther H.; Mckay, James D.; Agudo, Antonio; Barzan, Luigi; Bencko, Vladimir; Benhamou, Simone; Castellsague, Xavier; Canova, Cristina; Conway, David I.; Fabianova, Eleonora; Foretova, Lenka; Janout, Vladimir; Healy, Claire M.; Holcatova, Ivana; Kjaerheim, Kristina; Lagiou, Pagona; Lissowska, Jolanta; Lowry, Ray; Macfarlane, Tatiana V.; Mates, Dana; Richiardi, Lorenzo; Rudnai, Peter; Szeszenia-Dabrowska, Neonilia; Zaridze, David; Znaor, Ariana; Lathrop, Mark; Brennan, Paul; Bandinelli, Stefania; Frayling, Timothy M.; Guralnik, Jack M.; Milaneschi, Yuri; Perry, John R. B.; Altshuler, David; Elosua, Roberto; Kathiresan, Sek; Lucas, Gavin; Melander, Olle; O'Donnell, Christopher J.; Salomaa, Veikko; Schwartz, Stephen M.; Voight, Benjamin F.; Penninx, Brenda W.; Smit, Johannes H.; Vogelzangs, Nicole; Boomsma, Dorret I.; de Geus, Eco J. C.; Vink, Jacqueline M.; Willemsen, Gonneke; Chanock, Stephen J.; Gu, Fangyi; Hankinson, Susan E.; Hunter, David J.; Hofman, Albert; Tiemeier, Henning; Uitterlinden, Andre G.; van Duijn, Cornelia M.; Walter, Stefan; Chasman, Daniel I.; Everett, Brendan M.; Pare, Guillaume; Ridker, Paul M.; Li, Ming D.; Maes, Hermine H.; Audrain-McGovern, Janet; Posthuma, Danielle; Thornton, Laura M.; Lerman, Caryn; Kaprio, Jaakko; Rose, Jed E.; Ioannidis, John P. A.; Kraft, Peter; Lin, Dan-Yu; Sullivan, Patrick F.",,,,NATURE GENETICS,May-10,2010,42,5,441,U134,,10.1038/ng.571,568,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,72,59,61,60,66,70
A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1,"Strange, Amy; Capon, Francesca; Spencer, Chris C. A.; Knight, Jo; Weale, Michael E.; Allen, Michael H.; Barton, Anne; Band, Gavin; Bellenguez, Celine; Bergboer, Judith G. M.; Blackwell, Jenefer M.; Bramon, Elvira; Bumpstead, Suzannah J.; Casas, Juan P.; Cork, Michael J.; Corvin, Aiden; Deloukas, Panos; Dilthey, Alexander; Duncanson, Audrey; Edkins, Sarah; Estivill, Xavier; Fitzgerald, Oliver; Freeman, Colin; Giardina, Emiliano; Gray, Emma; Hofer, Angelika; Hueffmeier, Ulrike; Hunt, Sarah E.; Irvine, Alan D.; Jankowski, Janusz; Kirby, Brian; Langford, Cordelia; Lascorz, Jesus; Leman, Joyce; Leslie, Stephen; Mallbris, Lotus; Markus, Hugh S.; Mathew, Christopher G.; McLean, W. H. Irwin; McManus, Ross; Moessner, Rotraut; Moutsianas, Loukas; Naluai, Asa T.; Nestle, Frank O.; Novelli, Giuseppe; Onoufriadis, Alexandros; Palmer, Colin N. A.; Perricone, Carlo; Pirinen, Matti; Plomin, Robert; Potter, Simon C.; Pujol, Ramon M.; Rautanen, Anna; Riveira-Munoz, Eva; Ryan, Anthony W.; Salmhofer, Wolfgang; Samuelsson, Lena; Sawcer, Stephen J.; Schalkwijk, Joost; Smith, Catherine H.; Stahle, Mona; Su, Zhan; Tazi-Ahnini, Rachid; Traupe, Heiko; Viswanathan, Ananth C.; Warren, Richard B.; Weger, Wolfgang; Wolk, Katarina; Wood, Nicholas; Worthington, Jane; Young, Helen S.; Zeeuwen, Patrick L. J. M.; Hayday, Adrian; Burden, A. David; Griffiths, Christopher E. M.; Kere, Juha; Reis, Andre; McVean, Gilean; Evans, David M.; Brown, Matthew A.; Barker, Jonathan N.; Peltonen, Leena; Donnelly, Peter; Trembath, Richard C.",Genetic Anal Psoriasis Consortium; Wellcome Trust Case Control,,,NATURE GENETICS,Nov-10,2010,42,11,985,U106,,10.1038/ng.694,567,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,88,81,83,76,52,61
Epigenetic change in IGF2R is associated with fetal overgrowth after sheep embryo culture,"Young, LE; Fernandes, K; McEvoy, TG; Butterwith, SC; Gutierrez, CG; Carolan, C; Broadbent, PJ; Robinson, JJ; Wilmut, I; Sinclair, KD",,,,NATURE GENETICS,Feb-01,2001,27,2,153,154,,10.1038/84769,564,29.68,0,0,0,0,17,34,39,38,50,37,42,28,31,32,40,31,32,21,27,14,20
SOX10 mutations in patients with Waardenburg-Hirschsprung disease,"Pingault, V; Bondurand, N; Kuhlbrodt, K; Goerich, DE; Prehu, MO; Puliti, A; Herbarth, B; Hermans-Borgmeyer, I; Legius, E; Matthijs, G; Amiel, J; Lyonnet, S; Ceccherini, I; Romeo, G; Smith, JC; Read, AP; Wegner, M; Goossens, M",,,,NATURE GENETICS,Feb-98,1998,18,2,171,173,,10.1038/ng0298-171,564,25.64,0,22,36,52,43,41,37,26,26,27,25,28,19,29,19,19,28,16,21,15,22
De novo truncating mutations in E6-AP ubiquitin-protein ligase gene (UBE3A) in Angelman syndrome,"Matsuura, T; Sutcliffe, JS; Fang, P; Galjaard, RJ; Jiang, YH; Benton, CS; Rommens, JM; Beaudet, AL",,,,NATURE GENETICS,Jan-97,1997,15,1,74,77,,10.1038/ng0197-74,564,24.52,29,58,35,32,21,19,23,27,29,15,18,22,13,35,22,24,26,24,27,16,24
The effects of human population structure on large genetic association studies,"Marchini, J; Cardon, LR; Phillips, MS; Donnelly, P",,,,NATURE GENETICS,May-04,2004,36,5,512,517,,10.1038/ng1337,562,35.13,0,0,0,0,0,0,0,14,43,49,35,55,68,46,37,39,30,24,32,24,25
Haploinsufficiency of ATP1A2 encoding the Na+/K+ pump alpha 2 subunit associated with familial hemiplegic migraine type 2,"De Fusco, M; Marconi, R; Silvestri, L; Atorino, L; Rampoldi, L; Morgante, L; Ballabio, A; Aridon, P; Casari, G",,,,NATURE GENETICS,Feb-03,2003,33,2,192,196,,10.1038/ng1081,561,33,0,0,0,0,0,0,9,36,35,55,48,52,39,38,36,37,52,23,17,36,19
"SOCS-1, a negative regulator of the JAK/STAT pathway, is silenced by methylation in human hepatocellular carcinoma and shows growth-suppression activity","Yoshikawa, H; Matsubara, K; Qian, GS; Jackson, P; Groopman, JD; Manning, JE; Harris, CC; Herman, JG",,,,NATURE GENETICS,May-01,2001,28,1,29,35,,10.1038/88225,561,29.53,0,0,0,0,6,30,40,59,36,49,32,32,31,34,31,28,18,24,27,20,23
Cloning of the SCA7 gene reveals a highly unstable CAG repeat expansion,"David, G; Abbas, N; Stevanin, G; Durr, A; Yvert, G; Cancel, G; Weber, C; Imbert, G; Saudou, F; Antoniou, E; Drabkin, H; Gemmill, R; Giunti, P; Benomar, A; Wood, N; Ruberg, M; Agid, Y; Mandel, JL; Brice, A",,,,NATURE GENETICS,Sep-97,1997,17,1,65,70,,10.1038/ng0997-65,561,24.39,7,72,65,61,49,32,26,15,25,19,16,17,10,16,9,22,12,20,17,8,22
First genetic evidence of GABA(A) receptor dysfunction in epilepsy: a mutation in the gamma 2-subunit gene,"Baulac, S; Huberfeld, G; Gourfinkel-An, I; Mitropoulou, G; Beranger, A; Prud'homme, JF; Baulac, M; Brice, A; Bruzzone, R; LeGuern, E",,,,NATURE GENETICS,May-01,2001,28,1,46,48,,10.1038/ng0501-46,560,29.47,0,0,0,0,10,54,54,50,45,48,37,24,42,35,24,21,13,18,14,18,20
SOX2 is an amplified lineage-survival oncogene in lung and esophageal squamous cell carcinomas,"Bass, Adam J.; Watanabe, Hideo; Mermel, Craig H.; Yu, Soyoung; Perner, Sven; Verhaak, Roel G.; Kim, So Young; Wardwell, Leslie; Tamayo, Pablo; Gat-Viks, Irit; Ramos, Alex H.; Woo, Michele S.; Weir, Barbara A.; Getz, Gad; Beroukhim, Rameen; O'Kelly, Michael; Dutt, Amit; Rozenblatt-Rosen, Orit; Dziunycz, Piotr; Komisarof, Justin; Chirieac, Lucian R.; LaFargue, Christopher J.; Scheble, Veit; Wilbertz, Theresia; Ma, Changqing; Rao, Shilpa; Nakagawa, Hiroshi; Stairs, Douglas B.; Lin, Lin; Giordano, Thomas J.; Wagner, Patrick; Minna, John D.; Gazdar, Adi F.; Zhu, Chang Qi; Brose, Marcia S.; Cecconello, Ivan; Ribeiro, Ulysses, Jr.; Marie, Suely K.; Dahl, Olav; Shivdasani, Ramesh A.; Tsao, Ming-Sound; Rubin, Mark A.; Wong, Kwok K.; Regev, Aviv; Hahn, William C.; Beer, David G.; Rustgi, Anil K.; Meyerson, Matthew",,,,NATURE GENETICS,Nov-09,2009,41,11,1238,U105,,10.1038/ng.465,559,50.82,0,0,0,0,0,0,0,0,0,0,0,0,1,30,62,63,82,82,58,64,52
Analysis of the coding genome of diffuse large B-cell lymphoma,"Pasqualucci, Laura; Trifonov, Vladimir; Fabbri, Giulia; Ma, Jing; Rossi, Davide; Chiarenza, Annalisa; Wells, Victoria A.; Grunn, Adina; Messina, Monica; Elliot, Oliver; Chan, Joseph; Bhagat, Govind; Chadburn, Amy; Gaidano, Gianluca; Mullighan, Charles G.; Rabadan, Raul; Dalla-Favera, Riccardo",,,,NATURE GENETICS,Sep-11,2011,43,9,830,U33,,10.1038/ng.892,558,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,90,95,80,78,68
"Complete sequencing and characterization of 21,243 full-length human cDNAs","Ota, T; Suzuki, Y; Nishikawa, T; Otsuki, T; Sugiyama, T; Irie, R; Wakamatsu, A; Hayashi, K; Sato, H; Nagai, K; Kimura, K; Makita, H; Sekine, M; Obayashi, M; Nishi, T; Shibahara, T; Tanaka, T; Ishii, S; Yamamoto, J; Saito, K; Kawai, Y; Isono, Y; Nakamura, Y; Nagahari, K; Murakami, K; Yasuda, T; Iwayanagi, T; Wagatsuma, M; Shiratori, A; Sudo, H; Hosoiri, T; Kaku, Y; Kodaira, H; Kondo, H; Sugawara, M; Takahashi, M; Kanda, K; Yokoi, T; Furuya, T; Kikkawa, E; Omura, Y; Abe, K; Kamihara, K; Katsuta, N; Sato, K; Tanikawa, M; Yamazaki, M; Ninomiya, K; Ishibashi, T; Yamashita, H; Murakawa, K; Fujimori, K; Tanai, H; Kimata, M; Watanabe, M; Hiraoka, S; Chiba, Y; Ishida, S; Ono, Y; Takiguchi, S; Watanabe, S; Yosida, M; Hotuta, T; Kusano, J; Kanehori, K; Takahashi-Fujii, A; Hara, H; Tanase, T; Nomura, Y; Togiya, S; Komai, F; Hara, R; Takeuchi, K; Arita, M; Imose, N; Musashino, K; Yuuki, H; Oshima, A; Sasaki, N; Aotsuka, S; Yoshikawa, Y; Matsunawa, H; Ichihara, T; Shiohata, N; Sano, S; Moriya, S; Momiyama, H; Satoh, N; Takami, S; Terashima, Y; Suzuki, O; Nakagawa, S; Senoh, A; Mizoguchi, H; Goto, Y; Shimizu, F; Wakebe, H; Hishigaki, H; Watanabe, T; Sugiyama, A; Takemoto, M; Kawakami, B; Yamazaki, M; Watanabe, K; Kumagai, A; Itakura, S; Fukuzumi, Y; Fujimori, Y; Komiyama, M; Tashiro, H; Tanigami, A; Fujiwara, T; Ono, T; Yamada, K; Fujii, Y; Ozaki, K; Hirao, M; Ohmori, Y; Kawabata, A; Hikiji, T; Kobatake, N; Inagaki, H; Ikema, Y; Okamoto, S; Okitani, R; Kawakami, T; Noguchi, S; Itoh, T; Shigeta, K; Senba, T; Matsumura, K; Nakajima, Y; Mizuno, T; Morinaga, M; Sasaki, M; Togashi, T; Oyama, M; Hata, H; Watanabe, M; Komatsu, T; Mizushima-Sugano, J; Satoh, T; Shirai, Y; Takahashi, Y; Nakagawa, K; Okumura, K; Nagase, T; Nomura, N; Kikuchi, H; Masuho, Y; Yamashita, R; Nakai, K; Yada, T; Nakamura, Y; Ohara, O; Isogai, T; Sugano, S",,,,NATURE GENETICS,Jan-04,2004,36,1,40,45,,10.1038/ng1285,558,34.88,0,0,0,0,0,0,0,27,68,52,50,49,33,24,33,22,31,33,32,34,26
The NCBI dbGaP database of genotypes and phenotypes,"Mailman, Matthew D.; Feolo, Michael; Jin, Yumi; Kimura, Masato; Tryka, Kimberly; Bagoutdinov, Rinat; Hao, Luning; Kiang, Anne; Paschall, Justin; Phan, Lon; Popova, Natalia; Pretel, Stephanie; Ziyabari, Lora; Lee, Moira; Shao, Yu; Wang, Zhen Y.; Sirotkin, Karl; Ward, Minghong; Kholodov, Michael; Zbicz, Kerry; Beck, Jeffrey; Kimelman, Michael; Shevelev, Sergey; Preuss, Don; Yaschenko, Eugene; Graeff, Alan; Ostell, James; Sherry, Stephen T.",,,,NATURE GENETICS,Oct-07,2007,39,10,1181,1186,,,557,42.85,0,0,0,0,0,0,0,0,0,0,0,17,22,43,50,64,54,76,48,53,48
"Human mitochondrial DNA deletions associated with mutations in the gene encoding Twinkle, a phage T7 gene LF-like protein localized in mitochondria","Spelbrink, JN; Li, FY; Tiranti, V; Nikali, K; Yuan, QP; Tariq, M; Wanrooij, S; Garrido, N; Comi, G; Morandi, L; Santoro, L; Toscano, A; Fabrizi, GM; Somer, H; Croxen, R; Beeson, D; Poulton, L; Suomalainen, A; Jacobs, HT; Zeviani, M; Larsson, C",,,,NATURE GENETICS,Jul-01,2001,28,3,223,231,,10.1038/90058,557,29.32,0,0,0,0,8,33,46,31,31,34,30,26,30,38,32,33,31,37,27,39,24
Genomic architecture and evolution of clear cell renal cell carcinomas defined by multiregion sequencing,"Gerlinger, Marco; Horswell, Stuart; Larkin, James; Rowan, Andrew J.; Salm, Max P.; Varela, Ignacio; Fisher, Rosalie; McGranahan, Nicholas; Matthews, Nicholas; Santos, Claudio R.; Martinez, Pierre; Phillimore, Benjamin; Begum, Sharmin; Rabinowitz, Adam; Spencer-Dene, Bradley; Gulati, Sakshi; Bates, Paul A.; Stamp, Gordon; Pickering, Lisa; Gore, Martin; Nicol, David L.; Hazell, Steven; Futreal, P. Andrew; Stewart, Aengus; Swanton, Charles",,,,NATURE GENETICS,Mar-14,2014,46,3,225,+,,10.1038/ng.2891,556,92.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,100,123,148
Emerging landscape of oncogenic signatures across human cancers,"Ciriello, Giovanni; Miller, Martin L.; Aksoy, Buelent Arman; Senbabaoglu, Yasin; Schultz, Nikolaus; Sander, Chris",,,,NATURE GENETICS,Oct-13,2013,45,10,1127,U247,,10.1038/ng.2762,556,79.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,106,126,105
Functional variants of OCTN cation transporter genes are associated with Crohn disease,"Peltekova, VD; Wintle, RF; Rubin, LA; Amos, CI; Huang, QQ; Gu, XJ; Newman, B; Van Oene, M; Cescon, D; Greenberg, G; Griffiths, AM; St George-Hyslop, PH; Siminovitch, KA",,,,NATURE GENETICS,May-04,2004,36,5,471,475,,10.1038/ng1339,556,34.75,0,0,0,0,0,0,0,15,73,79,83,54,51,40,25,30,22,22,14,16,16
Whole-genome sequencing of multiple Arabidopsis thaliana populations,"Cao, Jun; Schneeberger, Korbinian; Ossowski, Stephan; Guenther, Torsten; Bender, Sebastian; Fitz, Joffrey; Koenig, Daniel; Lanz, Christa; Stegle, Oliver; Lippert, Christoph; Wang, Xi; Ott, Felix; Mueller, Jonas; Alonso-Blanco, Carlos; Borgwardt, Karsten; Schmid, Karl J.; Weigel, Detlef",,,,NATURE GENETICS,Oct-11,2011,43,10,956,U60,,10.1038/ng.911,554,61.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,78,95,86,80,68
Common variants on chromosomes 2q35 and 16q12 confer susceptibility to estrogen receptor-positive breast cancer,"Stacey, Simon N.; Manolescu, Andrei; Sulem, Patrick; Rafnar, Thorunn; Gudmundsson, Julius; Gudjonsson, Sigurjon A.; Masson, Gisli; Jakobsdottir, Margret; Thorlacius, Steinunn; Helgason, Agnar; Aben, Katja K.; Strobbe, Luc J.; Albers-Akkers, Marjo T.; Swinkels, Dorine W.; Henderson, Brian E.; Kolonel, Laurence N.; Le Marchand, Loic; Millastre, Esther; Andres, Raquel; Godino, Javier; Garcia-Prats, Maria Dolores; Polo, Eduardo; Tres, Alejandro; Mouy, Magali; Saemundsdottir, Jona; Backman, Valgerdur M.; Gudmundsson, Larus; Kristjansson, Kristleifur; Bergthorsson, Jon T.; Kostic, Jelena; Frigge, Michael L.; Geller, Frank; Gudbjartsson, Daniel; Sigurdsson, Helgi; Jonsdottir, Thora; Hrafnkelsson, Jon; Johannsson, Jakob; Sveinsson, Thorarinn; Myrdal, Gardar; Grimsson, Hlynur Niels; Jonsson, Thorvaldur; von Holst, Susanna; Werelius, Barbro; Margolin, Sara; Lindblom, Annika; Mayordomo, Jose I.; Haiman, Christopher A.; Kiemeney, Lambertus A.; Johannsson, Oskar Th; Gulcher, Jeffrey R.; Thorsteinsdottir, Unnur; Kong, Augustine; Stefansson, Kari",,,,NATURE GENETICS,Jul-07,2007,39,7,865,869,,10.1038/ng2064,554,42.62,0,0,0,0,0,0,0,0,0,0,13,63,74,68,69,60,61,40,24,35,20
Genealogies of mouse inbred strains,"Beck, JA; Lloyd, S; Hafezparast, M; Lennon-Pierce, M; Eppig, JT; Festing, MFW; Fisher, EMC",,,,NATURE GENETICS,Jan-00,2000,24,1,23,+,,,553,27.65,0,0,0,8,23,29,26,41,34,36,33,35,34,41,29,36,31,18,23,22,27
Strong association of de novo copy number mutations with sporadic schizophrenia,"Xu, Bin; Roos, J. Louw; Levy, Shawn; Van Rensburg, E. J.; Gogos, Joseph A.; Karayiorgou, Maria",,,,NATURE GENETICS,Jul-08,2008,40,7,880,885,,10.1038/ng.162,551,45.92,0,0,0,0,0,0,0,0,0,0,0,18,74,89,69,73,53,41,37,30,31
Telomerase activation by hTRT in human normal fibroblasts and hepatocellular carcinomas,"Nakayama, JI; Tahara, H; Tahara, E; Saito, M; Ito, K; Nakamura, H; Nakanishi, T; Tahara, E; Ide, T; Ishikawa, F",,,,NATURE GENETICS,Jan-98,1998,18,1,65,68,,10.1038/ng0198-65,551,25.05,0,32,62,71,50,49,31,37,26,32,19,19,20,18,12,9,11,11,7,14,11
Large intergenic non-coding RNA-RoR modulates reprogramming of human induced pluripotent stem cells,"Loewer, Sabine; Cabili, Moran N.; Guttman, Mitchell; Loh, Yuin-Han; Thomas, Kelly; Park, In Hyun; Garber, Manuel; Curran, Matthew; Onder, Tamer; Agarwal, Suneet; Manos, Philip D.; Datta, Sumon; Lander, Eric S.; Schlaeger, Thorsten M.; Daley, George Q.; Rinn, John L.",,,,NATURE GENETICS,Dec-10,2010,42,12,1113,+,,10.1038/ng.710,549,54.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,41,53,62,69,93,97
A literature network of human genes for high-throughput analysis of gene expression,"Jenssen, TK; Laegreid, A; Komorowski, J; Hovig, E",,,,NATURE GENETICS,May-01,2001,28,1,21,+,,10.1038/88213,549,28.89,0,0,0,0,15,39,37,53,65,45,38,31,23,33,34,22,23,23,16,16,15
Polygenic susceptibility to breast cancer and implications for prevention,"Pharoah, PDP; Antoniou, A; Bobrow, M; Zimmern, RL; Easton, DF; Ponder, BAJ",,,,NATURE GENETICS,May-02,2002,31,1,33,36,,10.1038/ng853,547,30.39,0,0,0,0,0,6,33,41,35,31,51,42,37,44,43,38,41,25,23,18,20
